Week,Unnamed: 2,Unnamed: 3,Impressions,Clicks,Opens,Leads,Segment,Season,CountryISO,CountryName,Region,SubRegion,Publication,AdType,Treatment,BuyingBasis,Cost,Year,Month,Num_Week
2017-05-22,,,4286.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.869020608732896,2017,5,21
2017-05-29,,,4209.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.54799527348501,2017,5,22
2017-06-05,,,4248.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.710592521207964,2017,6,23
2017-06-12,,,17051.0,30,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,71.0883505365153,2017,6,24
2017-06-19,,,28233.0,31,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,117.70789987082497,2017,6,25
2017-06-26,,,38126.0,35,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,158.9534017098811,2017,6,26
2017-07-03,,,50779.0,72,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,211.70578569548476,2017,7,27
2017-07-10,,,24954.0,32,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,104.03722358150272,2017,7,28
2017-07-17,,,7989.0,14,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,33.30742082201752,2017,7,29
2017-07-24,,,8038.0,14,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,33.51170967172072,2017,7,30
2017-07-31,,,1056.0,2,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,4.4026331691138445,2017,7,31
2017-04-24,,,4281.0,15,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.848174807742772,2017,4,17
2017-05-01,,,7203.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,30.030460906370283,2017,5,18
2017-05-08,,,5011.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.89166175230064,2017,5,19
2017-05-15,,,4765.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.866048343586616,2017,5,20
2017-05-22,,,4467.0,10,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.623638604575326,2017,5,21
2017-05-29,,,4291.0,4,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.889866409723016,2017,5,22
2017-06-05,,,4196.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.493796190910693,2017,6,23
2017-06-12,,,16995.0,29,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,70.85487756542594,2017,6,24
2017-06-19,,,28564.0,46,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,119.08789189637108,2017,6,25
2017-06-26,,,38112.0,45,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,158.89503346710876,2017,6,26
2017-07-03,,,51235.0,58,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,213.60692274578392,2017,7,27
2017-07-10,,,25097.0,32,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,104.63341348982021,2017,7,28
2017-07-17,,,7919.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,33.01557960815581,2017,7,29
2017-07-24,,,7872.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,32.819629078848656,2017,7,30
2017-07-31,,,985.0,2,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,4.106622795054107,2017,7,31
2017-04-24,,,4296.0,20,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.91071221071314,2017,4,17
2017-05-01,,,7464.0,15,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,31.118611718054673,2017,5,18
2017-05-08,,,4888.0,14,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.378855047943627,2017,5,19
2017-05-15,,,4885.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.366347567349553,2017,5,20
2017-05-22,,,4353.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.148354342000534,2017,5,21
2017-05-29,,,4339.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.08998609922819,2017,5,22
2017-06-05,,,4042.0,10,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,16.851745520414923,2017,6,23
2017-06-12,,,17011.0,23,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,70.92158412859432,2017,6,24
2017-06-19,,,28635.0,36,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,119.38390227043081,2017,6,25
2017-06-26,,,38128.0,31,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,158.96174003027713,2017,6,26
2017-07-03,,,50702.0,68,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,211.38476036023687,2017,7,27
2017-07-10,,,24575.0,40,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,102.45711186645144,2017,7,28
2017-07-17,,,8088.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,33.720167681621945,2017,7,29
2017-07-24,,,8032.0,13,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,33.486694710532575,2017,7,30
2017-07-31,,,1102.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,4.59441453822297,2017,7,31
2017-04-24,,,4135.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.2394774188312,2017,4,17
2017-05-01,,,7383.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,30.78090974201469,2017,5,18
2017-05-08,,,5032.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.979214116459154,2017,5,19
2017-05-15,,,4794.0,4,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.98695398932933,2017,5,20
2017-05-22,,,4335.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.073309458436093,2017,5,21
2017-05-29,,,4350.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.13584686140646,2017,5,22
2017-06-05,,,4214.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.568841074475134,2017,6,23
2017-06-12,,,16914.0,22,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,70.51717558938596,2017,6,24
2017-06-19,,,28147.0,32,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,117.34935209379486,2017,6,25
2017-06-26,,,38045.0,42,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,158.6156997338411,2017,6,26
2017-07-03,,,50508.0,54,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,210.57594328182012,2017,7,27
2017-07-10,,,25168.0,44,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,104.92942386387996,2017,7,28
2017-07-17,,,8162.0,13,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,34.02868553627575,2017,7,29
2017-07-24,,,7932.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,33.069778690730125,2017,7,30
2017-07-31,,,1026.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,4.27755836317311,2017,7,31
2017-04-24,,,3437.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,14.329403600610117,2017,4,17
2017-05-01,,,5275.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,21.9923200445791,2017,5,18
2017-05-08,,,4649.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.382425760615778,2017,5,19
2017-05-15,,,4577.0,15,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.082246226358016,2017,5,20
2017-05-22,,,4525.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.865449896060746,2017,5,21
2017-05-29,,,4664.0,6,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.444963163586145,2017,5,22
2017-06-05,,,8517.0,19,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,35.50873740657445,2017,6,23
2017-06-12,,,13937.0,38,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,58.10558567986709,2017,6,24
2017-06-19,,,14073.0,36,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,58.67259146679842,2017,6,25
2017-06-26,,,10103.0,21,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,42.12102548064126,2017,6,26
2017-07-03,,,3921.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,16.34727713645396,2017,7,27
2017-07-10,,,8177.0,13,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,34.09122293924612,2017,7,28
2017-04-24,,,3714.0,16,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,15.484260975462895,2017,4,17
2017-05-01,,,7214.0,13,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,30.076321668548555,2017,5,18
2017-05-08,,,5145.0,13,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,21.45032921883592,2017,5,19
2017-05-15,,,5000.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.84580099012237,2017,5,20
2017-05-22,,,4623.0,13,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.274027595467143,2017,5,21
2017-05-29,,,4686.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.536684687942685,2017,5,22
2017-06-05,,,8799.0,16,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,36.684440582417345,2017,6,23
2017-06-12,,,21743.0,35,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,90.65005018564614,2017,6,24
2017-06-19,,,27973.0,42,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,116.6239182193386,2017,6,25
2017-06-26,,,35133.0,44,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,146.47510523719384,2017,6,26
2017-07-03,,,47822.0,53,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,199.37757898992638,2017,7,27
2017-07-10,,,24637.0,40,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,102.71559979872896,2017,7,28
2017-07-17,,,10176.0,14,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,42.42537417509705,2017,7,29
2017-07-24,,,10038.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,41.850030067769666,2017,7,30
2017-07-31,,,1443.0,2,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,6.016098165749316,2017,7,31
2017-04-24,,,3788.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,15.792778830116706,2017,4,17
2017-05-01,,,7230.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,30.143028231716947,2017,5,18
2017-05-08,,,5171.0,6,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,21.558727383984554,2017,5,19
2017-05-15,,,4871.0,17,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.30797932457721,2017,5,20
2017-05-22,,,4639.0,10,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.340734158635534,2017,5,21
2017-05-29,,,4728.0,13,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.711789416259712,2017,5,22
2017-06-05,,,8666.0,14,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,36.129942276080094,2017,6,23
2017-06-12,,,21791.0,23,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,90.85016987515131,2017,6,24
2017-06-19,,,28195.0,27,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,117.54947178330004,2017,6,25
